LAD,REMAIN,LEAVE,PC,PC_0,PC_1
S12000017,55.95,44.05,IV48 8TD,IV48,8TD
S12000017,55.95,44.05,IV49 9AA,IV49,9AA
S12000017,55.95,44.05,IV45 8RB,IV45,8RB
S12000017,55.95,44.05,IV46 8SA,IV46,8SA
S12000017,55.95,44.05,IV47 8SD,IV47,8SD
S12000017,55.95,44.05,IV55 8WD,IV55,8WD
S12000017,55.95,44.05,IV56 8FA,IV56,8FA
S12000017,55.95,44.05,IV6  7RW,IV6, 7RW
S12000017,55.95,44.05,IV52 8TD,IV52,8TD
S12000017,55.95,44.05,IV54 8XN,IV54,8XN
S12000017,55.95,44.05,IV63 6TG,IV63,6TG
S12000017,55.95,44.05,IV53 8UG,IV53,8UG
S12000017,55.95,44.05,IV14 9DB,IV14,9DB
S12000017,55.95,44.05,IV15 0AH,IV15,0AH
S12000017,55.95,44.05,IV13 7YP,IV13,7YP
S12000017,55.95,44.05,IV17 0PT,IV17,0PT
S12000017,55.95,44.05,IV16 9XL,IV16,9XL
S12000017,55.95,44.05,IV9  8QL,IV9, 8QL
S12000017,55.95,44.05,IV99 1AA,IV99,1AA
S12000017,55.95,44.05,IV8  8ND,IV8, 8ND
S12000017,55.95,44.05,IV7  8BG,IV7, 8BG
S12000017,55.95,44.05,IV18 9AA,IV18,9AA
S12000017,55.95,44.05,IV19 1DN,IV19,1DN
S12000017,55.95,44.05,IV25 3NP,IV25,3NP
S12000017,55.95,44.05,IV23 2AA,IV23,2AA
S12000017,55.95,44.05,IV24 3AL,IV24,3AL
S12000017,55.95,44.05,IV26 2AZ,IV26,2AZ
S12000017,55.95,44.05,IV27 4AA,IV27,4AA
S12000017,55.95,44.05,IV28 3UB,IV28,3UB
S12000017,55.95,44.05,KW9  6QZ,KW9, 6QZ
S12000017,55.95,44.05,KW14 8NR,KW14,8NR
S12000017,55.95,44.05,KW5  6DL,KW5, 6DL
S12000017,55.95,44.05,KW6  6EA,KW6, 6EA
S12000017,55.95,44.05,KW7  6HA,KW7, 6HA
S12000017,55.95,44.05,KW8  6JH,KW8, 6JH
S12000017,55.95,44.05,KW2  6AA,KW2, 6AA
S12000017,55.95,44.05,KW3  6AD,KW3, 6AD
S12000017,55.95,44.05,KW1  4AA,KW1, 4AA
S12000017,55.95,44.05,KW10 6AB,KW10,6AB
S12000017,55.95,44.05,KW12 6XZ,KW12,6XZ
S12000017,55.95,44.05,KW13 6YT,KW13,6YT
S12000017,55.95,44.05,KW11 6UA,KW11,6UA
S12000017,55.95,44.05,PA40 4QH,PA40,4QH
S12000017,55.95,44.05,PA34 5WA,PA34,5WA
S12000017,55.95,44.05,PA39 4JJ,PA39,4JJ
S12000017,55.95,44.05,PA38 4BP,PA38,4BP
S12000017,55.95,44.05,PH20 1AH,PH20,1AH
S12000017,55.95,44.05,PH24 3BX,PH24,3BX
S12000017,55.95,44.05,PH25 3AB,PH25,3AB
S12000017,55.95,44.05,PH23 3AD,PH23,3AD
S12000017,55.95,44.05,PH26 3BS,PH26,3BS
S12000017,55.95,44.05,PH22 1QJ,PH22,1QJ
S12000017,55.95,44.05,PH21 1EP,PH21,1EP
S12000017,55.95,44.05,PH50 4QY,PH50,4QY
S12000017,55.95,44.05,PH49 4LA,PH49,4LA
S12000017,55.95,44.05,PH41 4QN,PH41,4QN
S12000017,55.95,44.05,PH42 4RL,PH42,4RL
S12000017,55.95,44.05,PH43 4RR,PH43,4RR
S12000017,55.95,44.05,PH44 4RS,PH44,4RS
S12000017,55.95,44.05,PH33 6RL,PH33,6RL
S12000017,55.95,44.05,PH32 4BH,PH32,4BH
S12000017,55.95,44.05,PH30 4AA,PH30,4AA
S12000017,55.95,44.05,PH31 4AD,PH31,4AD
S12000017,55.95,44.05,PH34 4YA,PH34,4YA
S12000017,55.95,44.05,PH35 4AA,PH35,4AA
S12000017,55.95,44.05,PH36 4LH,PH36,4LH
S12000017,55.95,44.05,PH37 4LS,PH37,4LS
S12000017,55.95,44.05,PH38 4LZ,PH38,4LZ
S12000017,55.95,44.05,PH39 4NA,PH39,4NA
S12000017,55.95,44.05,PH40 4PA,PH40,4PA
S12000017,55.95,44.05,PH19 1AA,PH19,1AA
S12000018,63.80,36.20,PA11 3RY,PA11,3RY
S12000018,63.80,36.20,PA13 4AL,PA13,4AL
S12000018,63.80,36.20,PA14 5PY,PA14,5PY
S12000018,63.80,36.20,PA15 4AU,PA15,4AU
S12000018,63.80,36.20,PA16 0HA,PA16,0HA
S12000018,63.80,36.20,PA18 6BN,PA18,6BN
S12000018,63.80,36.20,PA19 1AA,PA19,1AA
S12000018,63.80,36.20,PA17 5YA,PA17,5YA
S12000019,62.06,37.94,EH23 4AN,EH23,4AN
S12000019,62.06,37.94,EH26 8PW,EH26,8PW
S12000019,62.06,37.94,EH18 1DP,EH18,1DP
S12000019,62.06,37.94,EH19 2HD,EH19,2HD
S12000019,62.06,37.94,EH17 8SA,EH17,8SA
S12000019,62.06,37.94,EH24 9BL,EH24,9BL
S12000019,62.06,37.94,EH25 9SL,EH25,9SL
S12000019,62.06,37.94,EH38 5ZB,EH38,5ZB
S12000019,62.06,37.94,EH10 7DW,EH10,7DW
S12000019,62.06,37.94,EH20 9BU,EH20,9BU
S12000019,62.06,37.94,EH46 7BE,EH46,7BE
S12000019,62.06,37.94,EH16 4SL,EH16,4SL
S12000020,50.13,49.87,AB38 9JX,AB38,9JX
S12000020,50.13,49.87,AB4  2XQ,AB4, 2XQ
S12000020,50.13,49.87,AB45 2XQ,AB45,2XQ
S12000020,50.13,49.87,AB5  1AL,AB5, 1AL
S12000020,50.13,49.87,AB54 4EZ,AB54,4EZ
S12000020,50.13,49.87,AB55 3ET,AB55,3ET
S12000020,50.13,49.87,AB56 2LX,AB56,2LX
S12000020,50.13,49.87,IV30 1AB,IV30,1AB
S12000020,50.13,49.87,IV31 6AA,IV31,6AA
S12000020,50.13,49.87,IV32 7HW,IV32,7HW
S12000020,50.13,49.87,IV33 7BP,IV33,7BP
S12000020,50.13,49.87,IV34 7QP,IV34,7QP
S12000020,50.13,49.87,IV35 7RP,IV35,7RP
S12000020,50.13,49.87,IV36 0AA,IV36,0AA
S12000021,56.88,43.12,KA12 9EP,KA12,9EP
S12000021,56.88,43.12,KA15 1YE,KA15,1YE
S12000021,56.88,43.12,KA14 3BX,KA14,3BX
S12000021,56.88,43.12,KA20 3PE,KA20,3PE
S12000021,56.88,43.12,KA21 5AA,KA21,5AA
S12000021,56.88,43.12,KA23 9GA,KA23,9GA
S12000021,56.88,43.12,KA24 5AN,KA24,5AN
S12000021,56.88,43.12,KA25 7EG,KA25,7EG
S12000021,56.88,43.12,KA27 8AA,KA27,8AA
S12000021,56.88,43.12,KA22 7HZ,KA22,7HZ
S12000021,56.88,43.12,KA29 0DY,KA29,0DY
S12000021,56.88,43.12,KA28 0BX,KA28,0BX
S12000021,56.88,43.12,KA30 8BJ,KA30,8BJ
S12000023,63.16,36.84,KW15 1GE,KW15,1GE
S12000023,63.16,36.84,KW16 3DQ,KW16,3DQ
S12000023,63.16,36.84,KW17 2AA,KW17,2AA
S12000024,61.09,38.91,DD1  9UZ,DD1, 9UZ
S12000024,61.09,38.91,DD2  5AA,DD2, 5AA
S12000024,61.09,38.91,FK21 8TX,FK21,8TX
S12000024,61.09,38.91,FK15 0LS,FK15,0LS
S12000024,61.09,38.91,FK19 8QE,FK19,8QE
S12000024,61.09,38.91,PH1  3NN,PH1, 3NN
S12000024,61.09,38.91,PH10 6AU,PH10,6AU
S12000024,61.09,38.91,PH3  1PQ,PH3, 1PQ
S12000024,61.09,38.91,PH11 8NF,PH11,8NF
S12000024,61.09,38.91,PH12 8QN,PH12,8QN
S12000024,61.09,38.91,PH13 9AE,PH13,9AE
S12000024,61.09,38.91,PH14 9PB,PH14,9PB
S12000024,61.09,38.91,PH15 2EX,PH15,2EX
S12000024,61.09,38.91,PH6  2LR,PH6, 2LR
S12000024,61.09,38.91,PH5  2AA,PH5, 2AA
S12000024,61.09,38.91,PH7  3RA,PH7, 3RA
S12000024,61.09,38.91,PH8  0AY,PH8, 0AY
S12000024,61.09,38.91,PH9  0NY,PH9, 0NY
S12000024,61.09,38.91,PH4  1QD,PH4, 1QD
S12000024,61.09,38.91,PH16 5QX,PH16,5QX
S12000024,61.09,38.91,PH18 5TU,PH18,5TU
S12000024,61.09,38.91,PH17 2QA,PH17,2QA
S12000026,58.47,41.53,EH11 3XW,EH11,3XW
S12000026,58.47,41.53,EH43 6AA,EH43,6AA
S12000026,58.47,41.53,EH45 8BN,EH45,8BN
S12000026,58.47,41.53,EH44 6HR,EH44,6HR
S12000026,58.47,41.53,TD6  0SA,TD6, 0SA
S12000026,58.47,41.53,TD7  4HU,TD7, 4HU
S12000026,58.47,41.53,TD8  6RP,TD8, 6RP
S12000026,58.47,41.53,TD1  1QZ,TD1, 1QZ
S12000026,58.47,41.53,TD2  6TS,TD2, 6TS
S12000026,58.47,41.53,TD4  6BP,TD4, 6BP
S12000026,58.47,41.53,TD3  6LY,TD3, 6LY
S12000026,58.47,41.53,TD14 5AA,TD14,5AA
S12000026,58.47,41.53,TD10 6UJ,TD10,6UJ
S12000027,56.51,43.49,ZE1  0SZ,ZE1, 0SZ
S12000027,56.51,43.49,ZE2  9GL,ZE2, 9GL
S12000027,56.51,43.49,ZE3  9JJ,ZE3, 9JJ
S12000028,58.96,41.04,KA26 0BU,KA26,0BU
S12000028,58.96,41.04,KA7  1DF,KA7, 1DF
S12000028,58.96,41.04,KA8  0ER,KA8, 0ER
S12000028,58.96,41.04,KA9  1JH,KA9, 1JH
S12000029,63.08,36.92,EH55 8XA,EH55,8XA
S12000029,63.08,36.92,G73  3EJ,G73, 3EJ
S12000029,63.08,36.92,G74  1PA,G74, 1PA
S12000029,63.08,36.92,G71  8TW,G71, 8TW
S12000029,63.08,36.92,G72  0BL,G72, 0BL
S12000029,63.08,36.92,G75  0JJ,G75, 0JJ
S12000029,63.08,36.92,G79  1AA,G79, 1AA
S12000029,63.08,36.92,ML10 6EU,ML10,6EU
S12000029,63.08,36.92,ML3  7PY,ML3, 7PY
S12000029,63.08,36.92,ML8  9AL,ML8, 9AL
S12000029,63.08,36.92,ML9  1DN,ML9, 1DN
S12000029,63.08,36.92,ML2  9PS,ML2, 9PS
S12000029,63.08,36.92,ML11 0HN,ML11,0HN
S12000030,67.72,32.28,FK20 8RS,FK20,8RS
S12000030,67.72,32.28,FK16 6JB,FK16,6JB
S12000030,67.72,32.28,FK17 8AA,FK17,8AA
S12000030,67.72,32.28,FK18 8NA,FK18,8NA
S12000030,67.72,32.28,FK8  1DE,FK8, 1DE
S12000030,67.72,32.28,G63  0PG,G63, 0PG
S12000030,67.72,32.28,G62  8EH,G62, 8EH
S12000030,67.72,32.28,G83  7ZZ,G83, 7ZZ
S12000033,61.10,38.90,AB1  2YH,AB1, 2YH
S12000033,61.10,38.90,AB10 1JA,AB10,1JA
S12000033,61.10,38.90,AB16 5QY,AB16,5QY
S12000033,61.10,38.90,AB15 9WA,AB15,9WA
S12000033,61.10,38.90,AB2  0AW,AB2, 0AW
S12000033,61.10,38.90,AB25 3TP,AB25,3TP
S12000033,61.10,38.90,AB24 3HZ,AB24,3HZ
S12000033,61.10,38.90,AB11 9JS,AB11,9JS
S12000033,61.10,38.90,AB12 3AX,AB12,3AX
S12000033,61.10,38.90,AB31 5EU,AB31,5EU
S12000033,61.10,38.90,AB32 6BT,AB32,6BT
S12000033,61.10,38.90,AB21 0HW,AB21,0HW
S12000033,61.10,38.90,AB22 8NL,AB22,8NL
S12000033,61.10,38.90,AB13 0AN,AB13,0AN
S12000033,61.10,38.90,AB14 0LD,AB14,0LD
S12000033,61.10,38.90,AB23 8AA,AB23,8AA
S12000033,61.10,38.90,AB51 9ZA,AB51,9ZA
S12000033,61.10,38.90,AB9  1FP,AB9, 1FP
S12000033,61.10,38.90,AB99 8AA,AB99,8AA
S12000034,55.01,44.99,AB33 8JR,AB33,8JR
S12000034,55.01,44.99,AB34 5GL,AB34,5GL
S12000034,55.01,44.99,AB35 5PG,AB35,5PG
S12000034,55.01,44.99,AB36 8UX,AB36,8UX
S12000034,55.01,44.99,AB39 2DB,AB39,2DB
S12000034,55.01,44.99,AB41 0AA,AB41,0AA
S12000034,55.01,44.99,AB42 1PZ,AB42,1PZ
S12000034,55.01,44.99,AB43 4AW,AB43,4AW
S12000034,55.01,44.99,AB44 1PH,AB44,1PH
S12000034,55.01,44.99,AB30 1BY,AB30,1BY
S12000034,55.01,44.99,AB52 6UP,AB52,6UP
S12000034,55.01,44.99,AB53 4AA,AB53,4AA
S12000034,55.01,44.99,DD10 0SH,DD10,0SH
S12000034,55.01,44.99,DD9  7US,DD9, 7US
S12000035,60.57,39.43,G82  5BT,G82, 5BT
S12000035,60.57,39.43,G84  0JQ,G84, 0JQ
S12000035,60.57,39.43,PA20 0AN,PA20,0AN
S12000035,60.57,39.43,PA46 7RH,PA46,7RH
S12000035,60.57,39.43,PA42 7DX,PA42,7DX
S12000035,60.57,39.43,PA43 7LA,PA43,7LA
S12000035,60.57,39.43,PA49 7UX,PA49,7UX
S12000035,60.57,39.43,PA44 7NY,PA44,7NY
S12000035,60.57,39.43,PA45 7QL,PA45,7QL
S12000035,60.57,39.43,PA47 7SG,PA47,7SG
S12000035,60.57,39.43,PA48 7TL,PA48,7TL
S12000035,60.57,39.43,PA41 7AA,PA41,7AA
S12000035,60.57,39.43,PA35 1AG,PA35,1AG
S12000035,60.57,39.43,PA37 1NY,PA37,1NY
S12000035,60.57,39.43,PA36 4AA,PA36,4AA
S12000035,60.57,39.43,PA75 6GN,PA75,6GN
S12000035,60.57,39.43,PA64 6AP,PA64,6AP
S12000035,60.57,39.43,PA65 6AY,PA65,6AY
S12000035,60.57,39.43,PA60 7XA,PA60,7XA
S12000035,60.57,39.43,PA61 7YN,PA61,7YN
S12000035,60.57,39.43,PA62 6AA,PA62,6AA
S12000035,60.57,39.43,PA63 6AH,PA63,6AH
S12000035,60.57,39.43,PA66 6BH,PA66,6BH
S12000035,60.57,39.43,PA67 6DA,PA67,6DA
S12000035,60.57,39.43,PA68 6EH,PA68,6EH
S12000035,60.57,39.43,PA69 6ER,PA69,6ER
S12000035,60.57,39.43,PA70 6HB,PA70,6HB
S12000035,60.57,39.43,PA71 6HR,PA71,6HR
S12000035,60.57,39.43,PA72 6JB,PA72,6JB
S12000035,60.57,39.43,PA73 6LT,PA73,6LT
S12000035,60.57,39.43,PA74 6NH,PA74,6NH
S12000035,60.57,39.43,PA76 6SG,PA76,6SG
S12000035,60.57,39.43,PA77 6AB,PA77,6AB
S12000035,60.57,39.43,PA31 8PS,PA31,8PS
S12000035,60.57,39.43,PA30 8HJ,PA30,8HJ
S12000035,60.57,39.43,PA32 8UU,PA32,8UU
S12000035,60.57,39.43,PA33 1AL,PA33,1AL
S12000035,60.57,39.43,PA28 6NF,PA28,6NF
S12000035,60.57,39.43,PA29 6XX,PA29,6XX
S12000035,60.57,39.43,PA23 7NU,PA23,7NU
S12000035,60.57,39.43,PA21 2DR,PA21,2DR
S12000035,60.57,39.43,PA22 3AA,PA22,3AA
S12000035,60.57,39.43,PA24 8AG,PA24,8AG
S12000035,60.57,39.43,PA25 8AZ,PA25,8AZ
S12000035,60.57,39.43,PA26 8BA,PA26,8BA
S12000035,60.57,39.43,PA27 8AB,PA27,8AB
S12000035,60.57,39.43,PA78 6SY,PA78,6SY
S12000036,74.44,25.56,EH1  1AA,EH1, 1AA
S12000036,74.44,25.56,EH12 0AY,EH12,0AY
S12000036,74.44,25.56,EH14 2BU,EH14,2BU
S12000036,74.44,25.56,EH15 1PN,EH15,1PN
S12000036,74.44,25.56,EH27 8BB,EH27,8BB
S12000036,74.44,25.56,EH28 8AA,EH28,8AA
S12000036,74.44,25.56,EH3  1DU,EH3, 1DU
S12000036,74.44,25.56,EH29 9AW,EH29,9AW
S12000036,74.44,25.56,EH2  1DS,EH2, 1DS
S12000036,74.44,25.56,EH4  1JX,EH4, 1JX
S12000036,74.44,25.56,EH13 0AA,EH13,0AA
S12000036,74.44,25.56,EH5  1AB,EH5, 1AB
S12000036,74.44,25.56,EH53 0PN,EH53,0PN
S12000036,74.44,25.56,EH52 6QJ,EH52,6QJ
S12000036,74.44,25.56,EH6  6RE,EH6, 6RE
S12000036,74.44,25.56,EH7  4AF,EH7, 4AF
S12000036,74.44,25.56,EH30 9AA,EH30,9AA
S12000036,74.44,25.56,EH8  7ET,EH8, 7ET
S12000036,74.44,25.56,EH9  3YU,EH9, 3YU
S12000036,74.44,25.56,EH95 1AH,EH95,1AH
S12000036,74.44,25.56,EH99 1SP,EH99,1SP
S12000036,74.44,25.56,EH91 5AA,EH91,5AA
S12000038,64.81,35.19,G51  4FB,G51, 4FB
S12000038,64.81,35.19,G52  1EL,G52, 1EL
S12000038,64.81,35.19,PA2  6AX,PA2, 6AX
S12000038,64.81,35.19,PA1  1QU,PA1, 1QU
S12000038,64.81,35.19,PA4  9AW,PA4, 9AW
S12000038,64.81,35.19,PA5  0DQ,PA5, 0DQ
S12000038,64.81,35.19,PA10 2LS,PA10,2LS
S12000038,64.81,35.19,PA12 4DA,PA12,4DA
S12000038,64.81,35.19,PA6  7BF,PA6, 7BF
S12000038,64.81,35.19,PA7  5JD,PA7, 5JD
S12000038,64.81,35.19,PA8  6DD,PA8, 6DD
S12000038,64.81,35.19,PA3  3SP,PA3, 3SP
S12000038,64.81,35.19,PA9  1BY,PA9, 1BY
S12000038,64.81,35.19,PA98 1AA,PA98,1AA
S12000039,61.99,38.01,G15  8AE,G15, 8AE
S12000039,61.99,38.01,G13  4HT,G13, 4HT
S12000039,61.99,38.01,G14  0PH,G14, 0PH
S12000039,61.99,38.01,G60  9BL,G60, 9BL
S12000039,61.99,38.01,G81  1BA,G81, 1BA
S12000040,58.25,41.75,EH54 5LY,EH54,5LY
S12000040,58.25,41.75,EH48 2EZ,EH48,2EZ
S12000040,58.25,41.75,EH47 0DA,EH47,0DA
S12000040,58.25,41.75,ML7  5QZ,ML7, 5QZ
S12000041,55.26,44.74,DD11 1YF,DD11,1YF
S12000041,55.26,44.74,DD3  0PF,DD3, 0PF
S12000041,55.26,44.74,DD7  7EW,DD7, 7EW
S12000041,55.26,44.74,DD8  0BL,DD8, 0BL
S12000041,55.26,44.74,DD5  3GJ,DD5, 3GJ
S12000041,55.26,44.74,DD4  0PN,DD4, 0PN
S12000044,61.66,38.34,G33  6LU,G33, 6LU
S12000044,61.66,38.34,G64  1UN,G64, 1UN
S12000044,61.66,38.34,G65  0FA,G65, 0FA
S12000044,61.66,38.34,G66  5LA,G66, 5LA
S12000044,61.66,38.34,G69  0BT,G69, 0BT
S12000044,61.66,38.34,G70  5AB,G70, 5AB
S12000044,61.66,38.34,ML1  1TE,ML1, 1TE
S12000044,61.66,38.34,ML5  3SQ,ML5, 3SQ
S12000044,61.66,38.34,ML6  0PR,ML6, 0PR
S12000044,61.66,38.34,ML4  2AR,ML4, 2AR
S12000045,71.40,28.60,G21  1UZ,G21, 1UZ
S12000045,71.40,28.60,G61  1DD,G61, 1DD
S12000046,66.59,33.41,G1   1AB,G1,  1AB
S12000046,66.59,33.41,G2   1AA,G2,  1AA
S12000046,66.59,33.41,G12  8UZ,G12, 8UZ
S12000046,66.59,33.41,G11  6AR,G11, 6AR
S12000046,66.59,33.41,G20  2BA,G20, 2BA
S12000046,66.59,33.41,G22  5AH,G22, 5AH
S12000046,66.59,33.41,G3   7HZ,G3,  7HZ
S12000046,66.59,33.41,G31  1BQ,G31, 1BQ
S12000046,66.59,33.41,G32  2BL,G32, 2BL
S12000046,66.59,33.41,G23  5LB,G23, 5LB
S12000046,66.59,33.41,G45  0QW,G45, 0QW
S12000046,66.59,33.41,G34  0AU,G34, 0AU
S12000046,66.59,33.41,G4   0AA,G4,  0AA
S12000046,66.59,33.41,G42  7DW,G42, 7DW
S12000046,66.59,33.41,G5   9RX,G5,  9RX
S12000046,66.59,33.41,G41  3YX,G41, 3YX
S12000046,66.59,33.41,G40  4AA,G40, 4AA
S12000046,66.59,33.41,G58  1SB,G58, 1SB
S12000046,66.59,33.41,G80  1AA,G80, 1AA
S12000046,66.59,33.41,G9   6TH,G9,  6TH
S12000046,66.59,33.41,G90  8AA,G90, 8AA
W06000001,49.06,50.94,LL58 8DR,LL58,8DR
W06000001,49.06,50.94,LL59 5BE,LL59,5BE
W06000001,49.06,50.94,LL60 6AA,LL60,6AA
W06000001,49.06,50.94,LL61 6RL,LL61,6RL
W06000001,49.06,50.94,LL62 5AD,LL62,5AD
W06000001,49.06,50.94,LL65 1AG,LL65,1AG
W06000001,49.06,50.94,LL63 5LZ,LL63,5LZ
W06000001,49.06,50.94,LL64 5JQ,LL64,5JQ
W06000001,49.06,50.94,LL68 9TL,LL68,9TL
W06000001,49.06,50.94,LL69 9YP,LL69,9YP
W06000001,49.06,50.94,LL74 8RA,LL74,8RA
W06000001,49.06,50.94,LL71 8DR,LL71,8DR
W06000001,49.06,50.94,LL72 8LN,LL72,8LN
W06000001,49.06,50.94,LL75 8LJ,LL75,8LJ
W06000001,49.06,50.94,LL70 9DJ,LL70,9DJ
W06000001,49.06,50.94,LL76 8EG,LL76,8EG
W06000001,49.06,50.94,LL73 8NY,LL73,8NY
W06000001,49.06,50.94,LL77 7YS,LL77,7YS
W06000001,49.06,50.94,LL78 7JF,LL78,7JF
W06000001,49.06,50.94,LL67 0ZB,LL67,0ZB
W06000001,49.06,50.94,LL66 0AA,LL66,0AA
W06000002,58.05,41.95,LL42 1ZE,LL42,1ZE
W06000002,58.05,41.95,LL43 2AA,LL43,2AA
W06000002,58.05,41.95,LL44 2EH,LL44,2EH
W06000002,58.05,41.95,LL45 2LT,LL45,2LT
W06000002,58.05,41.95,LL46 2AA,LL46,2AA
W06000002,58.05,41.95,LL47 6TA,LL47,6TA
W06000002,58.05,41.95,LL49 9BG,LL49,9BG
W06000002,58.05,41.95,LL48 6NF,LL48,6NF
W06000002,58.05,41.95,LL52 0ND,LL52,0ND
W06000002,58.05,41.95,LL53 5BY,LL53,5BY
W06000002,58.05,41.95,LL51 9YU,LL51,9YU
W06000002,58.05,41.95,LL40 1LY,LL40,1LY
W06000002,58.05,41.95,LL39 1YU,LL39,1YU
W06000002,58.05,41.95,LL41 4HT,LL41,4HT
W06000002,58.05,41.95,LL54 6LS,LL54,6LS
W06000002,58.05,41.95,LL55 1AX,LL55,1AX
W06000002,58.05,41.95,LL56 4TX,LL56,4TX
W06000002,58.05,41.95,LL57 1AA,LL57,1AA
W06000002,58.05,41.95,LL23 7HD,LL23,7HD
W06000002,58.05,41.95,LL21 0NP,LL21,0NP
W06000002,58.05,41.95,LL33 0HE,LL33,0HE
W06000002,58.05,41.95,LL35 0NH,LL35,0NH
W06000002,58.05,41.95,LL36 0AA,LL36,0AA
W06000002,58.05,41.95,LL37 2JU,LL37,2JU
W06000002,58.05,41.95,LL38 2HZ,LL38,2HZ
W06000002,58.05,41.95,SY20 9AG,SY20,9AG
W06000003,46.02,53.98,LL16 5EG,LL16,5EG
W06000003,46.02,53.98,LL17 0HL,LL17,0HL
W06000003,46.02,53.98,LL18 4PJ,LL18,4PJ
W06000003,46.02,53.98,LL28 4DG,LL28,4DG
W06000003,46.02,53.98,LL26 0TH,LL26,0TH
W06000003,46.02,53.98,LL27 0UZ,LL27,0UZ
W06000003,46.02,53.98,LL29 0EQ,LL29,0EQ
W06000003,46.02,53.98,LL30 2PE,LL30,2PE
W06000003,46.02,53.98,LL31 9LQ,LL31,9LQ
W06000003,46.02,53.98,LL32 8AA,LL32,8AA
W06000003,46.02,53.98,LL22 7RN,LL22,7RN
W06000003,46.02,53.98,LL24 0ED,LL24,0ED
W06000003,46.02,53.98,LL25 0TQ,LL25,0TQ
W06000003,46.02,53.98,LL34 6PB,LL34,6PB
W06000004,46.00,54.00,CH7  4QA,CH7, 4QA
W06000004,46.00,54.00,CH8  8RL,CH8, 8RL
W06000004,46.00,54.00,LL11 3AA,LL11,3AA
W06000004,46.00,54.00,LL15 2AE,LL15,2AE
W06000004,46.00,54.00,LL19 0AP,LL19,0AP
W06000004,46.00,54.00,LL20 7BT,LL20,7BT
W06000005,43.63,56.37,CH6  5WT,CH6, 5WT
W06000005,43.63,56.37,CH5  4PZ,CH5, 4PZ
W06000005,43.63,56.37,LL12 0UP,LL12,0UP
W06000006,40.96,59.04,LL13 0AA,LL13,0AA
W06000008,54.63,45.37,SA38 9PE,SA38,9PE
W06000008,54.63,45.37,SA37 0WZ,SA37,0WZ
W06000008,54.63,45.37,SA35 0WA,SA35,0WA
W06000008,54.63,45.37,SA39 9JB,SA39,9JB
W06000008,54.63,45.37,SA40 9TD,SA40,9TD
W06000008,54.63,45.37,SA41 3WY,SA41,3WY
W06000008,54.63,45.37,SA42 0ND,SA42,0ND
W06000008,54.63,45.37,SA43 1SF,SA43,1SF
W06000008,54.63,45.37,SA44 6JB,SA44,6JB
W06000008,54.63,45.37,SA45 9NG,SA45,9NG
W06000008,54.63,45.37,SA46 0BD,SA46,0BD
W06000008,54.63,45.37,SA48 7JN,SA48,7JN
W06000008,54.63,45.37,SA47 0WA,SA47,0WA
W06000008,54.63,45.37,SY23 2DP,SY23,2DP
W06000008,54.63,45.37,SY24 5BW,SY24,5BW
W06000008,54.63,45.37,SY25 6QY,SY25,6QY
W06000009,42.86,57.14,SA34 0NU,SA34,0NU
W06000009,42.86,57.14,SA36 0DS,SA36,0DS
W06000009,42.86,57.14,SA61 1LS,SA61,1LS
W06000009,42.86,57.14,SA62 5PW,SA62,5PW
W06000009,42.86,57.14,SA63 4UU,SA63,4UU
W06000009,42.86,57.14,SA64 0AA,SA64,0AA
W06000009,42.86,57.14,SA66 7LD,SA66,7LD
W06000009,42.86,57.14,SA65 9EL,SA65,9EL
W06000009,42.86,57.14,SA67 8DP,SA67,8DP
W06000009,42.86,57.14,SA68 0YW,SA68,0YW
W06000009,42.86,57.14,SA69 9JN,SA69,9JN
W06000009,42.86,57.14,SA7  4TH,SA7, 4TH
W06000009,42.86,57.14,SA70 7SL,SA70,7SL
W06000009,42.86,57.14,SA71 4QJ,SA71,4QJ
W06000009,42.86,57.14,SA73 2RR,SA73,2RR
W06000009,42.86,57.14,SA72 6BH,SA72,6BH
W06000010,46.25,53.75,SA14 6NA,SA14,6NA
W06000010,46.25,53.75,SA15 2BZ,SA15,2BZ
W06000010,46.25,53.75,SA16 0BD,SA16,0BD
W06000010,46.25,53.75,SA17 4RH,SA17,4RH
W06000010,46.25,53.75,SA18 1BB,SA18,1BB
W06000010,46.25,53.75,SA19 6AS,SA19,6AS
W06000010,46.25,53.75,SA20 0PA,SA20,0PA
W06000010,46.25,53.75,SA33 4SX,SA33,4SX
W06000010,46.25,53.75,SA4  0FN,SA4, 0FN
W06000010,46.25,53.75,SA31 1RJ,SA31,1RJ
W06000010,46.25,53.75,SA32 7AA,SA32,7AA
W06000010,46.25,53.75,SA9  2XR,SA9, 2XR
W06000011,48.49,51.51,SA1  1AR,SA1, 1AR
W06000011,48.49,51.51,SA13 1WY,SA13,1WY
W06000011,48.49,51.51,SA2  8HX,SA2, 8HX
W06000011,48.49,51.51,SA3  1DD,SA3, 1DD
W06000011,48.49,51.51,SA5  4DJ,SA5, 4DJ
W06000011,48.49,51.51,SA6  5PP,SA6, 5PP
W06000011,48.49,51.51,SA8  4DF,SA8, 4DF
W06000011,48.49,51.51,SA80 8AA,SA80,8AA
W06000011,48.49,51.51,SA99 1AA,SA99,1AA
W06000012,43.16,56.84,CF33 6PS,CF33,6PS
W06000012,43.16,56.84,CF44 9UR,CF44,9UR
W06000012,43.16,56.84,SA10 6DS,SA10,6DS
W06000012,43.16,56.84,SA12 7EB,SA12,7EB
